id,age,suicides_no,population
934,35-54 years,0.0,10997.0
935,5-14 years,0.0,8061.0
936,55-74 years,1.0,3594.0
937,75+ years,0.0,1068.0
938,15-24 years,0.0,7648.0
939,25-34 years,0.0,7531.0
940,35-54 years,0.0,12492.0
941,5-14 years,0.0,8488.0
942,55-74 years,0.0,4088.0
943,75+ years,0.0,1590.0
944,15-24 years,0.0,6968.0
945,25-34 years,0.0,6556.0
946,35-54 years,1.0,11406.0
947,5-14 years,0.0,8196.0
948,55-74 years,1.0,3665.0
949,75+ years,0.0,1094.0
950,15-24 years,0.0,7780.0
951,25-34 years,0.0,7327.0
952,35-54 years,0.0,12835.0
953,5-14 years,0.0,8584.0
954,55-74 years,0.0,4157.0
955,75+ years,0.0,1575.0
956,15-24 years,0.0,7113.0
957,25-34 years,0.0,6444.0
958,35-54 years,0.0,11778.0
959,5-14 years,0.0,8358.0
960,55-74 years,0.0,3748.0
961,75+ years,0.0,1110.0
962,15-24 years,0.0,7902.0
963,25-34 years,0.0,7098.0
964,35-54 years,0.0,13374.0
965,5-14 years,0.0,8571.0
966,55-74 years,0.0,4256.0
967,75+ years,0.0,1573.0
968,15-24 years,0.0,7239.0
969,25-34 years,0.0,6319.0
970,35-54 years,0.0,12202.0
971,5-14 years,0.0,8485.0
972,55-74 years,0.0,3847.0
973,75+ years,0.0,1107.0
974,15-24 years,0.0,8013.0
975,25-34 years,0.0,6962.0
976,35-54 years,0.0,13860.0
977,5-14 years,0.0,8555.0
978,55-74 years,0.0,4400.0
979,75+ years,0.0,1568.0
980,15-24 years,0.0,7330.0
981,25-34 years,0.0,6267.0
982,35-54 years,1.0,12530.0
983,5-14 years,0.0,8564.0
984,55-74 years,0.0,3988.0
985,75+ years,0.0,1094.0
986,15-24 years,0.0,8108.0
987,25-34 years,0.0,6910.0
988,35-54 years,0.0,14278.0
989,5-14 years,0.0,8537.0
990,55-74 years,0.0,4587.0
991,75+ years,0.0,1567.0
992,15-24 years,0.0,7404.0
993,25-34 years,0.0,6274.0
994,35-54 years,0.0,12782.0
995,5-14 years,0.0,8599.0
996,55-74 years,0.0,4158.0
997,75+ years,0.0,1069.0
998,15-24 years,0.0,8199.0
999,25-34 years,0.0,6917.0
1000,35-54 years,0.0,14629.0
1001,5-14 years,0.0,8514.0
1002,55-74 years,0.0,4793.0
1003,75+ years,0.0,1571.0
1004,15-24 years,0.0,7489.0
1005,25-34 years,0.0,6325.0
1006,35-54 years,0.0,12978.0
1007,5-14 years,0.0,8599.0
1008,55-74 years,0.0,4349.0
1009,75+ years,0.0,1042.0
1010,15-24 years,0.0,8435.0
1011,25-34 years,0.0,7215.0
1012,35-54 years,0.0,15193.0
1013,5-14 years,0.0,8401.0
1014,55-74 years,0.0,5512.0
1015,75+ years,0.0,1625.0
1016,15-24 years,0.0,7893.0
1017,25-34 years,0.0,6629.0
1018,35-54 years,0.0,13280.0
1019,5-14 years,0.0,8475.0
1020,55-74 years,0.0,4994.0
1021,75+ years,0.0,1051.0
1022,15-24 years,0.0,8494.0
1023,25-34 years,0.0,7397.0
1024,35-54 years,0.0,15236.0
1025,5-14 years,0.0,8353.0
1026,55-74 years,0.0,5787.0
1027,75+ years,0.0,1652.0
1028,15-24 years,0.0,8061.0
1029,25-34 years,0.0,6782.0
1030,35-54 years,0.0,13302.0
1031,5-14 years,0.0,8405.0
1032,55-74 years,0.0,5238.0
1033,75+ years,0.0,1072.0
1034,15-24 years,0.0,8537.0
1035,25-34 years,0.0,7578.0
1036,35-54 years,0.0,15273.0
1037,5-14 years,0.0,8296.0
1038,55-74 years,0.0,6085.0
1039,75+ years,0.0,1686.0
1040,15-24 years,0.0,8208.0
1041,25-34 years,0.0,6928.0
1042,35-54 years,0.0,13325.0
1043,5-14 years,0.0,8335.0
1044,55-74 years,0.0,5503.0
1045,75+ years,0.0,1083.0
1046,15-24 years,0.0,8561.0
1047,25-34 years,0.0,7740.0
1048,35-54 years,0.0,15323.0
1049,5-14 years,0.0,8239.0
1050,55-74 years,1.0,6403.0
1051,75+ years,0.0,1724.0
1052,15-24 years,0.0,8331.0
1053,25-34 years,0.0,7059.0
1054,35-54 years,0.0,13370.0
1055,5-14 years,0.0,8268.0
1056,55-74 years,0.0,5784.0
1057,75+ years,0.0,1087.0
1058,15-24 years,105.0,2343000.0
1059,25-34 years,95.0,1951000.0
1060,35-54 years,136.0,3295000.0
1061,5-14 years,15.0,2517000.0
1062,55-74 years,124.0,2026000.0
1063,75+ years,33.0,400000.0
1064,15-24 years,141.0,2415000.0
1065,25-34 years,187.0,1993000.0
1066,35-54 years,421.0,3299000.0
1067,5-14 years,12.0,2598000.0
1068,55-74 years,395.0,1852000.0
1069,75+ years,138.0,297000.0
1070,15-24 years,111.0,2286800.0
1071,25-34 years,90.0,2066500.0
1072,35-54 years,144.0,3148900.0
1073,5-14 years,18.0,2592500.0
1074,55-74 years,135.0,2025100.0
1075,75+ years,34.0,470800.0
1076,15-24 years,138.0,2266300.0
1077,25-34 years,198.0,2037200.0
1078,35-54 years,447.0,3086700.0
1079,5-14 years,6.0,2647400.0
1080,55-74 years,489.0,1766100.0
1081,75+ years,162.0,312300.0
1082,15-24 years,100.0,2273000.0
1083,25-34 years,78.0,2049000.0
1084,35-54 years,191.0,3174900.0
1085,5-14 years,14.0,2581800.0
1086,55-74 years,129.0,2083200.0
1087,75+ years,27.0,434400.0
1088,15-24 years,171.0,2334400.0
1089,25-34 years,224.0,2102200.0
1090,35-54 years,547.0,3159800.0
1091,5-14 years,12.0,2657400.0
1092,55-74 years,537.0,1834200.0
1093,75+ years,167.0,311500.0
1094,15-24 years,95.0,2383000.0
1095,25-34 years,75.0,2131000.0
1096,35-54 years,124.0,3341000.0
1097,5-14 years,6.0,2607000.0
1098,55-74 years,157.0,2229000.0
1099,75+ years,32.0,484000.0
1100,15-24 years,151.0,2472000.0
1101,25-34 years,207.0,2198000.0
1102,35-54 years,450.0,3350000.0
1103,5-14 years,12.0,2697000.0
1104,55-74 years,483.0,1989000.0
1105,75+ years,173.0,352000.0
1106,15-24 years,80.0,2422000.0
1107,25-34 years,65.0,2165000.0
1108,35-54 years,156.0,3394000.0
1109,5-14 years,9.0,2649000.0
1110,55-74 years,161.0,2265000.0
1111,75+ years,48.0,492000.0
1112,15-24 years,146.0,2512000.0
1113,25-34 years,168.0,2234000.0
1114,35-54 years,338.0,3405000.0
1115,5-14 years,6.0,2741000.0
1116,55-74 years,502.0,2021000.0
1117,75+ years,155.0,357000.0
1118,15-24 years,67.0,2318000.0
1119,25-34 years,59.0,2151600.0
1120,35-54 years,154.0,3303700.0
1121,5-14 years,4.0,2909800.0
1122,55-74 years,161.0,2268500.0
1123,75+ years,33.0,528700.0
1124,15-24 years,132.0,2378000.0
1125,25-34 years,163.0,2199800.0
1126,35-54 years,415.0,3294800.0
1127,5-14 years,15.0,2997300.0
1128,55-74 years,494.0,1966200.0
1129,75+ years,176.0,357500.0
1130,15-24 years,69.0,2354200.0
1131,25-34 years,65.0,2185200.0
1132,35-54 years,142.0,3355300.0
1133,5-14 years,11.0,2955200.0
1134,55-74 years,210.0,2304000.0
1135,75+ years,41.0,537000.0
1136,15-24 years,156.0,2415200.0
1137,25-34 years,177.0,2234200.0
1138,35-54 years,414.0,3346300.0
1139,5-14 years,16.0,3044200.0
1140,55-74 years,485.0,1997000.0
1141,75+ years,202.0,363000.0
1142,15-24 years,101.0,2367600.0
1143,25-34 years,96.0,2197600.0
1144,35-54 years,188.0,3374300.0
1145,5-14 years,7.0,2971900.0
1146,55-74 years,201.0,2317100.0
1147,75+ years,48.0,540200.0
1148,15-24 years,186.0,2428900.0
1149,25-34 years,209.0,2246900.0
1150,35-54 years,478.0,3365200.0
1151,5-14 years,10.0,3061400.0
1152,55-74 years,530.0,2008300.0
1153,75+ years,230.0,365000.0
1154,15-24 years,93.0,2398400.0
1155,25-34 years,89.0,2226200.0
1156,35-54 years,209.0,3418300.0
1157,5-14 years,14.0,3010700.0
1158,55-74 years,224.0,2347300.0
1159,75+ years,57.0,547000.0
1160,15-24 years,179.0,2460600.0
1161,25-34 years,192.0,2276200.0
1162,35-54 years,482.0,3409100.0
1163,5-14 years,15.0,3101300.0
1164,55-74 years,532.0,2034500.0
1165,75+ years,200.0,369800.0
1166,15-24 years,101.0,2459000.0
1167,25-34 years,61.0,2228000.0
1168,35-54 years,198.0,3508000.0
1169,5-14 years,11.0,3115000.0
1170,55-74 years,233.0,2412000.0
1171,75+ years,61.0,602000.0
1172,15-24 years,211.0,2524000.0
1173,25-34 years,215.0,2276000.0
1174,35-54 years,477.0,3503000.0
1175,5-14 years,20.0,3210000.0
1176,55-74 years,550.0,2079000.0
1177,75+ years,216.0,392000.0
1178,15-24 years,80.0,2509000.0
1179,25-34 years,83.0,2240000.0
1180,35-54 years,166.0,3563000.0
1181,5-14 years,11.0,3149000.0
1182,55-74 years,201.0,2446000.0
1183,75+ years,65.0,622000.0
1184,15-24 years,186.0,2575000.0
1185,25-34 years,219.0,2287000.0
1186,35-54 years,462.0,3561000.0
1187,5-14 years,18.0,3245000.0
1188,55-74 years,548.0,2105000.0
1189,75+ years,208.0,400000.0
1190,15-24 years,91.0,2568000.0
1191,25-34 years,76.0,2251000.0
1192,35-54 years,163.0,3622000.0
1193,5-14 years,14.0,3171000.0
1194,55-74 years,190.0,2477000.0
1195,75+ years,61.0,643000.0
1196,15-24 years,174.0,2635000.0
1197,25-34 years,182.0,2297000.0
1198,35-54 years,439.0,3619000.0
1199,5-14 years,22.0,3269000.0
1200,55-74 years,502.0,2128000.0
1201,75+ years,226.0,411100.0
1202,15-24 years,61.0,2689000.0
1203,25-34 years,77.0,2310000.0
1204,35-54 years,133.0,3691000.0
1205,5-14 years,9.0,3277000.0
1206,55-74 years,169.0,2508000.0
1207,75+ years,50.0,658000.0
1208,15-24 years,179.0,2738000.0
1209,25-34 years,214.0,2277000.0
1210,35-54 years,398.0,3580000.0
1211,5-14 years,28.0,3369000.0
1212,55-74 years,449.0,2130000.0
1213,75+ years,184.0,396000.0
1214,15-24 years,79.0,2783500.0
1215,25-34 years,79.0,2329100.0
1216,35-54 years,140.0,3755500.0
1217,5-14 years,13.0,3276800.0
1218,55-74 years,147.0,2538400.0
1219,75+ years,46.0,678000.0
1220,15-24 years,249.0,2834100.0
1221,25-34 years,227.0,2306200.0
1222,35-54 years,488.0,3616600.0
1223,5-14 years,22.0,3371800.0
1224,55-74 years,500.0,2150500.0
1225,75+ years,194.0,404900.0
1226,15-24 years,73.0,2879300.0
1227,25-34 years,76.0,2347800.0
1228,35-54 years,144.0,3820400.0
1229,5-14 years,16.0,3269800.0
1230,55-74 years,126.0,2568300.0
1231,75+ years,58.0,698400.0
1232,15-24 years,235.0,2932300.0
1233,25-34 years,233.0,2336300.0
1234,35-54 years,495.0,3672300.0
1235,5-14 years,25.0,3367500.0
1236,55-74 years,520.0,2171500.0
1237,75+ years,229.0,413600.0
1238,15-24 years,98.0,2971300.0
1239,25-34 years,72.0,2369900.0
1240,35-54 years,160.0,3885600.0
1241,5-14 years,11.0,3262900.0
1242,55-74 years,135.0,2597400.0
1243,75+ years,34.0,719700.0
1244,15-24 years,250.0,3027200.0
1245,25-34 years,226.0,2369000.0
1246,35-54 years,527.0,3729600.0
1247,5-14 years,27.0,3363000.0
1248,55-74 years,509.0,2192500.0
1249,75+ years,192.0,423100.0
1250,15-24 years,101.0,3053300.0
1251,25-34 years,62.0,2396900.0
1252,35-54 years,139.0,3950100.0
1253,5-14 years,19.0,3261100.0
1254,55-74 years,134.0,2625900.0
1255,75+ years,49.0,742200.0
1256,15-24 years,277.0,3112100.0
1257,25-34 years,218.0,2404900.0
1258,35-54 years,485.0,3787800.0
1259,5-14 years,15.0,3363300.0
1260,55-74 years,515.0,2214000.0
1261,75+ years,190.0,433800.0
1262,15-24 years,105.0,3123600.0
1263,25-34 years,52.0,2428400.0
1264,35-54 years,176.0,4014100.0
1265,5-14 years,9.0,3266800.0
1266,55-74 years,131.0,2653800.0
1267,75+ years,59.0,766100.0
1268,15-24 years,280.0,3185600.0
1269,25-34 years,226.0,2442900.0
1270,35-54 years,524.0,3847300.0
1271,5-14 years,14.0,3370400.0
1272,55-74 years,464.0,2235900.0
1273,75+ years,189.0,445800.0
1274,15-24 years,113.0,3161000.0
1275,25-34 years,72.0,2474330.0
1276,35-54 years,165.0,4083427.0
1277,5-14 years,11.0,3327355.0
1278,55-74 years,131.0,2668528.0
1279,75+ years,47.0,854095.0
1280,15-24 years,260.0,3198193.0
1281,25-34 years,213.0,2460112.0
1282,35-54 years,501.0,3934581.0
1283,5-14 years,19.0,3429860.0
1284,55-74 years,457.0,2252148.0
1285,75+ years,195.0,490152.0
1286,15-24 years,114.0,3200362.0
1287,25-34 years,52.0,2512005.0
1288,35-54 years,147.0,4143203.0
1289,5-14 years,20.0,3353473.0
1290,55-74 years,140.0,2696429.0
1291,75+ years,53.0,883724.0
1292,15-24 years,327.0,3243944.0
1293,25-34 years,251.0,2497189.0
1294,35-54 years,508.0,3990829.0
1295,5-14 years,16.0,3456965.0
1296,55-74 years,518.0,2274972.0
1297,75+ years,201.0,504164.0
1298,15-24 years,101.0,3229424.0
1299,25-34 years,50.0,2559176.0
1300,35-54 years,141.0,4200203.0
1301,5-14 years,20.0,3377543.0
1302,55-74 years,137.0,2727054.0
1303,75+ years,44.0,912898.0
1304,15-24 years,355.0,3279728.0
1305,25-34 years,265.0,2543861.0
1306,35-54 years,545.0,4045105.0
1307,5-14 years,21.0,3482230.0
1308,55-74 years,540.0,2301840.0
1309,75+ years,204.0,515800.0
1310,15-24 years,116.0,3249247.0
1311,25-34 years,63.0,2617723.0
1312,35-54 years,174.0,4253771.0
1313,5-14 years,21.0,3396135.0
1314,55-74 years,133.0,2760512.0
1315,75+ years,43.0,941957.0
1316,15-24 years,463.0,3306109.0
1317,25-34 years,331.0,2602314.0
1318,35-54 years,578.0,4096814.0
1319,5-14 years,18.0,3502413.0
1320,55-74 years,602.0,2333377.0
1321,75+ years,232.0,525161.0
1322,15-24 years,166.0,3262682.0
1323,25-34 years,82.0,2690206.0
1324,35-54 years,210.0,4306817.0
1325,5-14 years,24.0,3411619.0
1326,55-74 years,137.0,2788628.0
1327,75+ years,57.0,978346.0
1328,15-24 years,518.0,3325440.0
1329,25-34 years,375.0,2675285.0
1330,35-54 years,625.0,4145861.0
1331,5-14 years,29.0,3519935.0
1332,55-74 years,659.0,2358654.0
1333,75+ years,250.0,547473.0
1334,15-24 years,158.0,3263542.0
1335,25-34 years,91.0,2772560.0
1336,35-54 years,194.0,4355651.0
1337,5-14 years,23.0,3418842.0
1338,55-74 years,179.0,2819507.0
1339,75+ years,58.0,1012399.0
1340,15-24 years,542.0,3331708.0
1341,25-34 years,412.0,2758283.0
1342,35-54 years,619.0,4191889.0
1343,5-14 years,37.0,3529201.0
1344,55-74 years,615.0,2387478.0
1345,75+ years,234.0,566447.0
1346,15-24 years,179.0,3258029.0
1347,25-34 years,69.0,2859003.0
1348,35-54 years,196.0,4402438.0
1349,5-14 years,25.0,3419258.0
1350,55-74 years,147.0,2854473.0
1351,75+ years,68.0,1044188.0
1352,15-24 years,638.0,3331226.0
1353,25-34 years,456.0,2845955.0
1354,35-54 years,625.0,4237124.0
1355,5-14 years,37.0,3531507.0
1356,55-74 years,577.0,2420864.0
1357,75+ years,272.0,581842.0
1358,15-24 years,159.0,3255244.0
1359,25-34 years,99.0,2940630.0
1360,35-54 years,185.0,4450210.0
1361,5-14 years,25.0,3416244.0
1362,55-74 years,136.0,2895423.0
1363,75+ years,50.0,1073648.0
1364,15-24 years,653.0,3333328.0
1365,25-34 years,445.0,2930079.0
1366,35-54 years,599.0,4284709.0
1367,5-14 years,43.0,3530061.0
1368,55-74 years,500.0,2459960.0
1369,75+ years,227.0,593409.0
1370,15-24 years,148.0,3260468.0
1371,25-34 years,104.0,3011376.0
1372,35-54 years,171.0,4500787.0
1373,5-14 years,21.0,3413809.0
1374,55-74 years,161.0,2943135.0
1375,75+ years,59.0,1101024.0
1376,15-24 years,638.0,3343414.0
1377,25-34 years,451.0,3004991.0
1378,35-54 years,539.0,4336453.0
1379,5-14 years,52.0,3528848.0
1380,55-74 years,489.0,2505136.0
1381,75+ years,225.0,601176.0
1382,15-24 years,175.0,3271703.0
1383,25-34 years,105.0,3070419.0
1384,35-54 years,160.0,4549471.0
1385,5-14 years,26.0,3412126.0
1386,55-74 years,115.0,2983954.0
1387,75+ years,31.0,1132977.0
1388,15-24 years,656.0,3357424.0
1389,25-34 years,483.0,3068991.0
1390,35-54 years,585.0,4383730.0
1391,5-14 years,39.0,3527369.0
1392,55-74 years,487.0,2540712.0
1393,75+ years,246.0,620010.0
1394,15-24 years,146.0,3292790.0
1395,25-34 years,126.0,3120162.0
1396,35-54 years,155.0,4601874.0
1397,5-14 years,34.0,3414627.0
1398,55-74 years,108.0,3033008.0
1399,75+ years,31.0,1161794.0
1400,15-24 years,577.0,3381171.0
1401,25-34 years,490.0,3125322.0
1402,35-54 years,571.0,4436541.0
1403,5-14 years,45.0,3530454.0
1404,55-74 years,438.0,2582754.0
1405,75+ years,225.0,634995.0
1406,15-24 years,180.0,3319037.0
1407,25-34 years,94.0,3159967.0
1408,35-54 years,173.0,4660022.0
1409,5-14 years,20.0,3422263.0
1410,55-74 years,108.0,3088727.0
1411,75+ years,36.0,1188016.0
1412,15-24 years,625.0,3410092.0
1413,25-34 years,531.0,3172743.0
1414,35-54 years,582.0,4496672.0
1415,5-14 years,39.0,3539110.0
1416,55-74 years,463.0,2630686.0
1417,75+ years,208.0,646185.0
1418,15-24 years,164.0,3342385.0
1419,25-34 years,105.0,3189773.0
1420,35-54 years,150.0,4726814.0
1421,5-14 years,28.0,3434884.0
1422,55-74 years,112.0,3148915.0
1423,75+ years,25.0,1211934.0
1424,15-24 years,609.0,3436265.0
1425,25-34 years,504.0,3210244.0
1426,35-54 years,542.0,4566645.0
1427,5-14 years,34.0,3553154.0
1428,55-74 years,434.0,2683502.0
1429,75+ years,177.0,653486.0
1430,15-24 years,150.0,3358103.0
1431,25-34 years,101.0,3210247.0
1432,35-54 years,162.0,4804030.0
1433,5-14 years,20.0,3450419.0
1434,55-74 years,99.0,3212253.0
1435,75+ years,34.0,1234182.0
1436,15-24 years,683.0,3455127.0
1437,25-34 years,485.0,3237957.0
1438,35-54 years,573.0,4648068.0
1439,5-14 years,33.0,3570316.0
1440,55-74 years,397.0,2740656.0
1441,75+ years,206.0,657096.0
1442,15-24 years,172.0,3372659.0
1443,25-34 years,102.0,3224774.0
1444,35-54 years,157.0,4893085.0
1445,5-14 years,29.0,3472180.0
1446,55-74 years,93.0,3268753.0
1447,75+ years,30.0,1260121.0
1448,15-24 years,693.0,3471151.0
1449,25-34 years,510.0,3258804.0
1450,35-54 years,504.0,4738525.0
1451,5-14 years,28.0,3592374.0
1452,55-74 years,416.0,2788575.0
1453,75+ years,178.0,674738.0
1454,15-24 years,204.0,3380770.0
1455,25-34 years,102.0,3228400.0
1456,35-54 years,164.0,4993138.0
1457,5-14 years,17.0,3494571.0
1458,55-74 years,108.0,3328463.0
1459,75+ years,33.0,1282726.0
1460,15-24 years,745.0,3480902.0
1461,25-34 years,616.0,3268154.0
1462,35-54 years,554.0,4841057.0
1463,5-14 years,29.0,3615254.0
1464,55-74 years,451.0,2839783.0
1465,75+ years,225.0,688560.0
1466,15-24 years,167.0,3384642.0
1467,25-34 years,102.0,3226464.0
1468,35-54 years,157.0,5099167.0
1469,5-14 years,32.0,3515742.0
1470,55-74 years,102.0,3390673.0
1471,75+ years,29.0,1303352.0
1472,15-24 years,696.0,3486661.0
1473,25-34 years,499.0,3271373.0
1474,35-54 years,604.0,4950850.0
1475,5-14 years,33.0,3637026.0
1476,55-74 years,398.0,2894129.0
1477,75+ years,168.0,699046.0
1478,15-24 years,204.0,3388324.0
1479,25-34 years,118.0,3227239.0
1480,35-54 years,196.0,5203634.0
1481,5-14 years,35.0,3533961.0
1482,55-74 years,109.0,3454994.0
1483,75+ years,25.0,1323654.0
1484,15-24 years,738.0,3492454.0
1485,25-34 years,531.0,3276955.0
1486,35-54 years,644.0,5060862.0
1487,5-14 years,34.0,3655965.0
1488,55-74 years,405.0,2951616.0
1489,75+ years,192.0,706897.0
1490,15-24 years,153.0,3394201.0
1491,25-34 years,114.0,3235582.0
1492,35-54 years,166.0,5301368.0
1493,5-14 years,19.0,3549219.0
1494,55-74 years,125.0,3520779.0
1495,75+ years,27.0,1344980.0
1496,15-24 years,656.0,3500580.0
1497,25-34 years,465.0,3289927.0
1498,35-54 years,633.0,5166179.0
1499,5-14 years,39.0,3672155.0
1500,55-74 years,431.0,3011963.0
1501,75+ years,245.0,712691.0
1502,15-24 years,5.0,348000.0
1503,25-34 years,6.0,242200.0
1504,35-54 years,6.0,333500.0
1505,5-14 years,0.0,295200.0
1506,55-74 years,10.0,164300.0
1507,75+ years,7.0,43100.0
1508,15-24 years,7.0,352400.0
1509,25-34 years,7.0,227500.0
1510,35-54 years,26.0,317800.0
1511,5-14 years,1.0,307500.0
1512,55-74 years,13.0,110900.0
1513,75+ years,4.0,26300.0
1514,15-24 years,0.0,340700.0
1515,25-34 years,5.0,255400.0
1516,35-54 years,9.0,331100.0
1517,5-14 years,0.0,294800.0
1518,55-74 years,2.0,171800.0
1519,75+ years,1.0,44600.0
1520,15-24 years,6.0,346200.0
1521,25-34 years,9.0,239600.0
1522,35-54 years,29.0,315100.0
1523,5-14 years,0.0,307300.0
1524,55-74 years,9.0,120100.0
1525,75+ years,0.0,26900.0
1526,15-24 years,,326800.0
1527,25-34 years,,275000.0
1528,35-54 years,,328100.0
1529,5-14 years,,295700.0
1530,55-74 years,,184100.0
1531,75+ years,,46300.0
1532,15-24 years,,332000.0
1533,25-34 years,,259900.0
1534,35-54 years,,311100.0
1535,5-14 years,,308700.0
1536,55-74 years,,134600.0
1537,75+ years,,27700.0
1538,15-24 years,4.0,310700.0
1539,25-34 years,4.0,293700.0
1540,35-54 years,3.0,327300.0
1541,5-14 years,0.0,297700.0
1542,55-74 years,8.0,195800.0
1543,75+ years,3.0,48000.0
1544,15-24 years,3.0,316000.0
1545,25-34 years,15.0,279600.0
1546,35-54 years,25.0,308500.0
1547,5-14 years,0.0,311200.0
1548,55-74 years,7.0,148900.0
1549,75+ years,2.0,28700.0
1550,15-24 years,5.0,300600.0
1551,25-34 years,5.0,304200.0
1552,35-54 years,5.0,330600.0
1553,5-14 years,0.0,300200.0
1554,55-74 years,2.0,201800.0
1555,75+ years,1.0,48600.0
1556,15-24 years,1.0,306100.0
1557,25-34 years,13.0,290100.0
1558,35-54 years,18.0,310300.0
1559,5-14 years,0.0,314300.0
1560,55-74 years,9.0,157600.0
1561,75+ years,2.0,29000.0
1562,15-24 years,2.0,293100.0
1563,25-34 years,9.0,312300.0
1564,35-54 years,7.0,335100.0
1565,5-14 years,0.0,302800.0
1566,55-74 years,4.0,207900.0
1567,75+ years,4.0,49100.0
1568,15-24 years,6.0,298400.0
1569,25-34 years,9.0,298300.0
1570,35-54 years,19.0,313400.0
1571,5-14 years,1.0,317700.0
1572,55-74 years,14.0,165600.0
1573,75+ years,6.0,29000.0
1574,15-24 years,4.0,283400.0
1575,25-34 years,5.0,316500.0
1576,35-54 years,6.0,338700.0
1577,5-14 years,1.0,304900.0
1578,55-74 years,8.0,212600.0
1579,75+ years,1.0,48300.0
1580,15-24 years,7.0,289200.0
1581,25-34 years,9.0,302800.0
1582,35-54 years,11.0,316300.0
1583,5-14 years,0.0,320400.0
1584,55-74 years,6.0,171000.0
1585,75+ years,3.0,27900.0
1586,15-24 years,1.0,267400.0
1587,25-34 years,7.0,318200.0
1588,35-54 years,4.0,346100.0
1589,5-14 years,0.0,308800.0
1590,55-74 years,5.0,216200.0
1591,75+ years,1.0,47600.0
1592,15-24 years,14.0,277200.0
1593,25-34 years,14.0,304500.0
1594,35-54 years,22.0,322400.0
1595,5-14 years,0.0,325000.0
1596,55-74 years,8.0,175300.0
1597,75+ years,2.0,26900.0
1598,15-24 years,3.0,258500.0
1599,25-34 years,4.0,320700.0
1600,35-54 years,15.0,358000.0
1601,5-14 years,0.0,316900.0
1602,55-74 years,6.0,224100.0
1603,75+ years,1.0,48900.0
1604,15-24 years,10.0,272500.0
1605,25-34 years,16.0,307100.0
1606,35-54 years,25.0,332700.0
1607,5-14 years,0.0,333600.0
1608,55-74 years,11.0,183800.0
1609,75+ years,2.0,26900.0
1610,15-24 years,0.0,286400.0
1611,25-34 years,4.0,342100.0
1612,35-54 years,9.0,396300.0
1613,5-14 years,0.0,349500.0
1614,55-74 years,11.0,247900.0
1615,75+ years,2.0,52900.0
1616,15-24 years,6.0,295300.0
1617,25-34 years,20.0,313800.0
1618,35-54 years,14.0,348500.0
1619,5-14 years,0.0,366200.0
1620,55-74 years,9.0,203100.0
1621,75+ years,5.0,28800.0
1622,15-24 years,1.0,290100.0
1623,25-34 years,0.0,340900.0
1624,35-54 years,6.0,410800.0
1625,5-14 years,0.0,358200.0
1626,55-74 years,10.0,263400.0
1627,75+ years,2.0,53400.0
1628,15-24 years,9.0,300300.0
1629,25-34 years,15.0,312600.0
1630,35-54 years,22.0,360400.0
1631,5-14 years,0.0,375300.0
1632,55-74 years,15.0,215100.0
1633,75+ years,3.0,28200.0
1634,15-24 years,3.0,293900.0
1635,25-34 years,6.0,335900.0
1636,35-54 years,6.0,424000.0
1637,5-14 years,0.0,364200.0
1638,55-74 years,14.0,276100.0
1639,75+ years,6.0,53100.0
1640,15-24 years,7.0,304800.0
1641,25-34 years,17.0,305600.0
1642,35-54 years,25.0,371900.0
1643,5-14 years,0.0,382300.0
1644,55-74 years,20.0,226400.0
1645,75+ years,2.0,28400.0
1646,15-24 years,4.0,297600.0
1647,25-34 years,1.0,326200.0
1648,35-54 years,7.0,437100.0
1649,5-14 years,1.0,367000.0
1650,55-74 years,18.0,286000.0
1651,75+ years,5.0,51700.0
1652,15-24 years,6.0,308300.0
1653,25-34 years,10.0,297000.0
